"ID","Salmean"
709,34.836884
710,34.841129
711,34.836884
712,34.836884
713,34.836884
714,34.836884
715,34.838284
716,34.836884
717,34.836884
718,34.841129
719,34.841129
720,34.841129
721,34.841129
722,34.841129
723,34.841129
724,34.841129
725,34.841129
726,34.501957
727,34.522781
728,34.501957
729,34.501957
730,34.522781
731,34.673111
732,34.495674
733,34.495674
734,34.495674
735,34.495674
736,34.725784
737,34.725784
738,34.495674
739,34.495674
740,34.495674
741,34.495674
742,34.495674
743,34.446362
744,34.495674
745,34.673111
746,34.446362
747,34.495674
748,34.673111
749,34.673111
750,34.446362
751,34.446362
752,34.446362
753,34.495674
754,34.495674
755,34.495674
756,34.675362
757,34.366196
758,34.818817
759,34.673111
760,34.673111
761,34.673111
762,34.673111
763,34.673111
764,34.673111
765,34.673111
766,34.673111
767,34.673111
768,34.673111
769,34.673111
770,34.720699
771,34.720699
772,34.720699
773,34.720699
774,34.720699
775,34.720699
776,34.720699
777,34.673111
778,34.720699
779,34.720699
780,34.720699
781,34.720699
782,34.673111
783,34.673111
784,34.673111
785,34.720699
786,34.720699
787,34.720699
788,34.673111
789,34.720699
790,34.673111
791,34.673111
792,34.673111
793,34.673111
794,34.673111
795,34.673111
796,34.673111
797,34.495674
798,34.495674
799,34.495674
800,34.495674
801,34.495674
802,34.495674
803,34.495674
804,34.495674
805,34.495674
806,34.495674
807,34.495674
808,34.495674
809,34.495674
810,34.495674
811,34.495674
812,34.495674
813,34.495674
814,34.366196
815,34.366196
816,34.366196
817,34.366196
818,34.366196
819,34.366196
820,34.366196
821,34.366196
822,34.366196
823,34.366196
824,34.366196
825,34.366196
826,34.366196
827,34.675362
828,34.675362
829,34.675362
830,34.366196
831,34.366196
832,34.366196
833,34.366196
834,34.366196
835,34.675362
836,34.675362
837,34.675362
838,34.675362
839,34.675362
840,34.675362
841,34.675362
842,34.336811
843,34.336811
844,34.336811
845,34.336811
846,34.336811
847,34.336811
848,34.324455
849,34.324455
850,34.324455
851,34.336811
852,34.336811
853,34.336811
854,34.336811
855,34.336811
856,34.336811
857,34.336811
858,34.336811
859,34.324455
860,34.324455
861,34.324455
862,34.324455
863,34.324455
864,34.324455
865,34.324455
866,34.324455
867,34.324455
868,34.324455
869,34.324455
870,34.324455
871,34.324455
872,34.324455
873,34.324455
874,34.324455
875,34.324455
876,34.324455
877,34.324455
878,34.324455
879,34.324455
880,34.324455
881,34.324455
882,34.324455
883,34.324455
884,34.324455
885,34.336811
886,34.374386
887,34.374386
888,34.374386
889,34.374386
890,34.374386
891,34.374386
892,34.374386
893,34.403816
894,34.374386
895,34.374386
896,34.403816
897,34.374386
898,34.374386
899,34.374386
900,34.374386
901,34.374386
902,34.374386
