"ID","Y","X","Year_HGU","BO2_tempmax_bdmean","X.1","Y.1","optional"
13276,70.94259422,25.47753128,2016,10.212306022644,25.47753128,70.94259422,TRUE
13280,70.94668833,25.50127809,2016,9.7320384979248,25.50127809,70.94668833,TRUE
13284,70.5120637499999,23.9747908,2016,10.1571979522705,23.9747908,70.5120637499999,TRUE
13294,70.51501747,23.97000604,2016,10.1571979522705,23.97000604,70.51501747,TRUE
13299,70.5102308299999,23.98888668,2016,10.1571979522705,23.98888668,70.5102308299999,TRUE
13300,70.51241702,23.97223661,2016,10.1571979522705,23.97223661,70.51241702,TRUE
13301,70.5107493099999,23.98301718,2016,10.1571979522705,23.98301718,70.5107493099999,TRUE
13303,70.51197238,24.0039015999999,2016,8.01913356781006,24.0039015999999,70.51197238,TRUE
13306,70.5105182799999,23.9876592799999,2016,10.1571979522705,23.9876592799999,70.5105182799999,TRUE
13312,70.52419283,24.0039458299999,2016,8.01913356781006,24.0039458299999,70.52419283,TRUE
13317,70.9536858499999,25.47025237,2016,10.212306022644,25.47025237,70.9536858499999,TRUE
13318,70.5115726599999,23.99829919,2016,10.1571979522705,23.99829919,70.5115726599999,TRUE
13323,70.51172796,23.99972452,2016,10.1571979522705,23.99972452,70.51172796,TRUE
13324,70.51826776,23.99112136,2016,10.1571979522705,23.99112136,70.51826776,TRUE
13325,70.5201844999999,23.9980821499999,2016,10.1571979522705,23.9980821499999,70.5201844999999,TRUE
13372,70.9461758399999,25.63244851,2016,8.39030647277832,25.63244851,70.9461758399999,TRUE
13373,70.94394785,25.62776094,2016,8.39030647277832,25.62776094,70.94394785,TRUE
13374,70.9463179499999,25.63391691,2016,8.39030647277832,25.63391691,70.9463179499999,TRUE
13375,70.9437383599999,25.6665972499999,2016,8.39030647277832,25.6665972499999,70.9437383599999,TRUE
13376,70.94377758,25.66592305,2016,8.39030647277832,25.66592305,70.94377758,TRUE
13380,70.94492827,25.6422043299999,2016,8.39030647277832,25.6422043299999,70.94492827,TRUE
13381,70.9476149599999,25.6311433099999,2016,8.39030647277832,25.6311433099999,70.9476149599999,TRUE
13382,70.94417893,25.6668373099999,2016,9.20948505401611,25.6668373099999,70.94417893,TRUE
13383,70.94532974,25.64311817,2016,8.39030647277832,25.64311817,70.94532974,TRUE
